Actual,DE,SHADE,CMA-ES,NRBO,BOA,HHO-Lite,WeightedAvg_Pred,IsDifficult
74.0493,73.6880,74.3184,73.8665,74.3184,73.9664,74.3184,74.0791,False
72.6137,72.7304,72.3049,72.2445,72.3049,73.0887,72.3049,72.4968,False
72.3199,71.9106,73.4274,72.0968,73.4274,72.1922,73.4274,72.7459,False
71.2712,70.9953,71.6978,70.7620,71.6978,71.7778,71.6978,71.4379,False
71.2362,70.8125,70.8343,70.8382,70.8343,70.9235,70.8343,70.8462,False
71.3907,71.4518,71.0682,70.4580,71.0682,70.9822,71.0682,71.0159,False
71.4472,70.8226,70.5107,71.9498,70.5107,71.7304,70.5107,71.0068,False
68.5404,68.9229,68.5491,68.2174,68.5491,68.2036,68.5491,68.4983,False
73.8337,73.9491,74.0951,73.3733,74.0951,73.9610,74.0951,73.9278,False
75.4331,75.8654,75.3152,75.3446,75.3152,75.7546,75.3152,75.4853,False
75.3888,75.3975,75.6085,75.3065,75.6085,75.4498,75.6085,75.4964,False
74.5823,74.3078,74.7285,74.4344,74.7285,74.4234,74.7285,74.5583,False
70.6801,70.3622,70.8936,70.1572,70.8936,70.3843,70.8936,70.5970,False
73.9399,73.6725,74.1063,73.6275,74.1063,73.9129,74.1063,73.9217,False
75.1336,75.3290,75.5841,75.1993,75.5841,75.3658,75.5841,75.4408,False
76.8581,77.5147,77.1118,77.3699,77.1118,77.1434,77.1118,77.2273,False
73.8663,73.3889,73.9449,73.7351,73.9449,73.6150,73.9449,73.7620,False
71.8125,71.2937,71.4738,71.5984,71.4738,71.5885,71.4738,71.4837,False
75.1511,74.9550,75.4768,74.9958,75.4768,74.9623,75.4768,75.2235,False
76.0919,76.8389,76.3309,76.5996,76.3309,76.4808,76.3309,76.4855,False
75.7463,75.9336,75.9473,75.8485,75.9473,75.8073,75.9473,75.9051,False
81.6398,80.4733,80.4619,80.6790,80.4619,80.3674,80.4619,80.4842,False
74.2875,74.8323,73.8571,73.3707,73.8571,73.6681,73.8571,73.9069,False
74.8818,74.6929,74.8420,74.7055,74.8420,74.8713,74.8420,74.7993,False
73.8092,73.3342,73.6514,73.5207,73.6514,73.6330,73.6514,73.5736,False
75.0204,74.8093,74.9147,74.8903,74.9147,75.0234,74.9147,74.9112,False
76.2115,76.1753,76.5486,76.3430,76.5486,75.9251,76.5486,76.3478,False
70.3398,69.9707,70.8771,69.9755,70.8771,70.5995,70.8771,70.5291,False
77.4857,77.9112,77.4464,77.8587,77.4464,77.5287,77.4464,77.6065,False
75.0464,74.7095,75.0427,74.8916,75.0427,74.8774,75.0427,74.9343,False
71.9726,71.4600,71.9375,71.7073,71.9375,71.8284,71.9375,71.8013,False
75.5399,75.6886,75.6630,75.6167,75.6630,75.7009,75.6630,75.6659,False
76.2207,76.2782,76.0911,76.2560,76.0911,76.2338,76.0911,76.1737,False
76.8391,76.9944,76.8910,76.9970,76.8910,76.7013,76.8910,76.8942,False
75.7643,75.5205,75.8737,75.6659,75.8737,75.3461,75.8737,75.6919,False
75.1249,75.0923,75.2477,75.0855,75.2477,75.0881,75.2477,75.1680,False
76.3690,77.0202,76.6746,76.8077,76.6746,76.7349,76.6746,76.7645,False
76.5839,76.9407,76.8758,76.8229,76.8758,76.5249,76.8758,76.8191,False
76.3783,76.7489,76.5888,76.5837,76.5888,76.3604,76.5888,76.5765,False
73.8990,73.6208,73.9882,73.6577,73.9882,73.8695,73.9882,73.8520,False
73.7524,73.9818,74.4045,73.7838,74.4045,73.9999,74.4045,74.1628,False
68.8641,70.3209,69.5161,70.5197,69.5161,69.5474,69.5161,69.8230,False
76.1654,76.1389,76.3600,76.5960,76.3600,75.9999,76.3600,76.3024,False
77.1070,77.3219,77.3857,77.5179,77.3857,77.8154,77.3857,77.4689,False
83.8185,82.9942,83.1014,83.2978,83.1014,83.3473,83.1014,83.1574,False
76.1654,75.9198,76.8609,76.4826,76.8609,76.2982,76.8609,76.5468,False
72.6294,75.0850,73.1669,75.6935,73.1669,72.2522,73.1669,73.7555,False
77.3198,77.0168,77.2586,77.4449,77.2586,76.9999,77.2586,77.2062,False
74.9529,76.8109,75.9857,76.1461,75.9857,76.2758,75.9857,76.1985,False
77.5543,79.6626,76.9626,77.7839,76.9626,77.3794,76.9626,77.6195,False
72.9514,73.3084,72.9131,73.5690,72.9131,72.4453,72.9131,73.0103,False
77.4955,77.0718,77.7800,77.1737,77.7800,77.5142,77.7800,77.5163,False
70.2655,70.0332,68.7194,70.9669,68.7194,70.2020,68.7194,69.5614,False
69.0144,70.9226,69.1655,70.3629,69.1655,68.6759,69.1655,69.5764,False
86.6877,87.3376,86.3952,85.3080,86.3952,87.5335,86.3952,86.5611,False
77.1070,76.9407,77.1231,77.1888,77.1231,77.0955,77.1231,77.0990,False
78.6400,82.9601,81.7309,82.1873,81.7309,80.3289,81.7309,81.7776,True
84.7415,86.2021,85.1001,85.5740,85.1001,84.6090,85.1001,85.2808,False
72.8278,73.2452,72.1789,73.4296,72.1789,72.4269,72.1789,72.6069,False
74.7443,75.1195,74.6409,75.3008,74.6409,74.4787,74.6409,74.8037,False
71.3273,72.9356,71.7783,71.8726,71.7783,71.2499,71.7783,71.8986,False
75.7148,77.1999,76.0347,76.3761,76.0347,76.7276,76.0347,76.4017,False
83.3544,80.9959,82.6240,83.5572,82.6240,83.2758,82.6240,82.6173,False
73.7443,73.7995,73.7252,73.9681,73.7252,73.5727,73.7252,73.7527,False
74.0716,74.1681,73.9584,74.1656,73.9584,73.9025,73.9584,74.0186,False
84.5121,84.8158,84.8243,83.8873,84.8243,83.5491,84.8243,84.4533,False
83.3544,84.1775,83.1425,83.8479,83.1425,83.0426,83.1425,83.4161,False
81.9884,82.1989,82.7366,82.3772,82.7366,82.5476,82.7366,82.5553,False
77.3198,77.3475,77.7066,77.4246,77.7066,76.8947,77.7066,77.4639,False
74.0933,73.9898,74.3239,73.8382,74.3239,73.4022,74.3239,74.0331,False
78.8230,79.1144,79.2048,78.8803,79.2048,78.7450,79.2048,79.0587,False
83.4936,84.7641,83.9049,84.7667,83.9049,84.0082,83.9049,84.2092,False
83.0807,83.2811,83.9675,83.3560,83.9675,83.8983,83.9675,83.7394,False
83.2082,83.3877,84.0433,83.8329,84.0433,84.2086,84.0433,83.9265,False
80.5588,79.4460,79.7520,78.9617,79.7520,79.8422,79.7520,79.5841,False
71.3185,68.2828,71.4673,72.0387,71.4673,72.2905,71.4673,71.1694,False
74.9103,75.5836,75.1291,72.8744,75.1291,73.9876,75.1291,74.6377,False
88.2600,86.9578,87.5522,88.7255,87.5522,89.5687,87.5522,87.9861,False
81.9884,81.9696,82.6021,82.3630,82.6021,82.7251,82.6021,82.4773,False
80.8449,81.0141,80.4197,80.7358,80.4197,80.6900,80.4197,80.6168,False
82.4536,81.4598,81.7656,81.9162,81.7656,82.3286,81.7656,81.8339,False
82.3935,83.2279,84.4388,83.2651,84.4388,84.3340,84.4388,84.0235,False
84.5218,84.4934,84.8547,84.4946,84.8547,84.5212,84.8547,84.6786,False
81.9484,83.0760,82.7679,83.3045,82.7679,82.7017,82.7679,82.8977,False
92.4892,92.2063,92.3917,92.8081,92.3917,92.6000,92.3917,92.4651,False
81.9884,81.9366,82.2076,82.2828,82.2076,82.6399,82.2076,82.2473,False
81.9884,82.4188,82.4157,82.2040,82.4157,82.3677,82.4157,82.3728,False
80.4038,80.5768,81.4104,80.9504,81.4104,81.8736,81.4104,81.2721,False
83.0066,83.6095,82.9166,83.3306,82.9166,82.7371,82.9166,83.0712,False
87.8071,87.5156,87.2835,86.9994,87.2835,87.3551,87.2835,87.2868,False
70.1502,67.0532,70.1258,69.9563,70.1258,70.3858,70.1258,69.6288,False
94.1677,96.1830,96.1333,95.5425,96.1333,95.3968,96.1333,95.9198,False
80.9784,81.1723,81.1943,81.1595,81.1943,81.0572,81.1943,81.1619,False
79.7106,79.9318,79.6832,80.2194,79.6832,80.1878,79.6832,79.8985,False
93.2509,91.0613,91.2148,92.2011,91.2148,91.4421,91.2148,91.3919,False
94.1534,96.8452,97.5065,96.0340,97.5065,96.6817,97.5065,97.0126,True
76.4808,75.8925,76.2762,76.4583,76.2762,76.3009,76.2762,76.2467,False
85.4835,83.9260,85.5134,84.0741,85.5134,85.3209,85.5134,84.9763,False
83.0530,83.6631,82.9544,83.1378,82.9544,82.5518,82.9544,83.0359,False
81.6528,81.6918,81.3320,81.9283,81.3320,81.4059,81.3320,81.5039,False
76.4834,79.8097,78.6909,76.9703,78.6909,79.5665,78.6909,78.7366,True
87.8095,84.6350,86.3345,88.7093,86.3345,87.0544,86.3345,86.5679,False
94.1496,97.4845,96.6247,94.9306,96.6247,93.6727,96.6247,95.9918,True
86.6681,87.3302,86.7235,87.2267,86.7235,86.8813,86.7235,86.9350,False
85.8920,86.0401,86.3185,86.1976,86.3185,86.4472,86.3185,86.2734,False
93.6012,94.3529,94.4684,93.9200,94.4684,94.8286,94.4684,94.4178,False
100.0000,100.0270,100.3172,99.5429,100.3172,99.9241,100.3172,100.0739,False
100.0000,100.4611,100.3526,100.5585,100.3526,100.8532,100.3526,100.4887,False
81.6528,81.5435,81.4922,81.5250,81.4922,81.6955,81.4922,81.5402,False
85.5395,85.0841,84.5339,85.3493,84.5339,85.2581,84.5339,84.8828,False
75.9341,75.7427,74.9546,75.7402,74.9546,74.2423,74.9546,75.0981,False
79.5505,79.4209,79.1138,79.5238,79.1138,79.7148,79.1138,79.3339,False
84.0276,84.2619,85.0184,84.5421,85.0184,85.0306,85.0184,84.8148,False
85.9451,85.9040,85.5942,84.8498,85.5942,86.3580,85.5942,85.6492,False
79.4124,79.4527,80.5811,79.6967,80.5811,79.6581,80.5811,80.0911,False
81.6641,81.9311,81.3278,81.3533,81.3278,81.5266,81.3278,81.4658,False
81.5170,81.4966,81.2405,81.6356,81.2405,81.2321,81.2405,81.3477,False
82.1020,79.7114,78.7370,80.1992,78.7370,79.6430,78.7370,79.2950,True
81.9169,82.0587,80.9876,82.3602,80.9876,81.9393,80.9876,81.5543,False
94.1547,94.8340,95.1350,95.5967,95.1350,92.8957,95.1350,94.7875,False
85.9062,86.1413,84.7279,85.2578,84.7279,85.7009,84.7279,85.2146,False
84.9709,84.4222,84.1139,84.7492,84.1139,84.9876,84.1139,84.4174,False
93.3743,93.2642,93.1631,92.3028,93.1631,93.0165,93.1631,93.0119,False
100.0000,97.7988,98.0558,97.5647,98.0558,97.6237,98.0558,97.8588,True
100.0000,98.3316,98.5086,98.0440,98.5086,100.3516,98.5086,98.7096,False
79.5185,79.2512,80.0000,79.5276,80.0000,80.0558,80.0000,79.8056,False
89.7487,89.3792,89.8337,88.6859,89.8337,88.7114,89.8337,89.3787,False
75.3909,75.1832,76.1370,74.2021,76.1370,77.2407,76.1370,75.8395,False
80.9188,78.9578,80.8525,79.1891,80.8525,79.6173,80.8525,80.0525,False
87.1114,89.2953,86.1220,89.0824,86.1220,85.3796,86.1220,87.0211,False
82.1884,83.2976,83.1451,83.1943,83.1451,82.5107,83.1451,83.0727,False
88.3967,87.9653,87.1577,88.2621,87.1577,86.8245,87.1577,87.4210,False
93.8056,93.6909,93.7387,93.6673,93.7387,94.3899,93.7387,93.8277,False
82.1884,83.2976,83.1451,83.1943,83.1451,82.5107,83.1451,83.0727,False
88.6254,87.9805,90.0197,88.2937,90.0197,87.8922,90.0197,89.0360,False
100.0000,99.8382,99.6818,100.7062,99.6818,99.7095,99.6818,99.8835,False
82.9025,83.0906,83.0040,83.0221,83.0040,82.4602,83.0040,82.9305,False
89.2393,89.6333,89.1737,89.6440,89.1737,89.5888,89.1737,89.3982,False
82.1392,81.5120,80.9005,80.4409,80.9005,79.1896,80.9005,80.6397,False
75.5236,77.7587,77.2786,76.6662,77.2786,76.7296,77.2786,77.1646,False
100.0000,95.5113,96.3343,95.2954,96.3343,96.8929,96.3343,96.1171,True
86.3640,85.3115,84.9619,85.4199,84.9619,84.8040,84.9619,85.0702,False
84.9160,83.8383,83.9477,84.0815,83.9477,84.1165,83.9477,83.9800,False
87.9071,91.9847,91.7969,90.5565,91.7969,91.6533,91.7969,91.5972,True
100.0000,98.7288,99.6696,99.6607,99.6696,100.1775,99.6696,99.5962,False
100.0000,100.0310,99.9243,100.4938,99.9243,99.9573,99.9243,100.0427,False
100.0000,98.1107,98.6845,97.8904,98.6845,100.4344,98.6845,98.7488,False
93.0121,93.2898,92.6388,94.2279,92.6388,93.1997,92.6388,93.1064,False
82.7984,83.1127,82.7120,82.6413,82.7120,82.4973,82.7120,82.7311,False
80.5906,80.4334,80.5900,80.4078,80.5900,80.1741,80.5900,80.4640,False
76.4630,78.4269,78.1327,77.5489,78.1327,77.7142,78.1327,78.0144,False
82.2913,81.2126,81.0888,80.4919,81.0888,81.0047,81.0888,80.9958,False
94.1673,96.7210,96.9687,95.9167,96.9687,96.1866,96.9687,96.6211,True
86.0485,86.1570,85.9746,86.4040,85.9746,86.2651,85.9746,86.1252,False
84.2935,83.9852,83.7738,84.2468,83.7738,84.5837,83.7738,84.0234,False
100.0000,98.8520,98.7385,99.1571,98.7385,99.4263,98.7385,98.9423,False
100.0000,100.2726,99.9553,100.3811,99.9553,100.3763,99.9553,100.1497,False
100.0000,99.0242,99.9056,101.3050,99.9056,100.3075,99.9056,100.0595,False
75.1424,74.6257,74.6766,74.0401,74.6766,75.2570,74.6766,74.6589,False
82.8908,81.7850,82.7033,82.1140,82.7033,82.9933,82.7033,82.5003,False
88.3663,88.1741,87.6951,88.1473,87.6951,87.8694,87.6951,87.8796,False
78.8412,77.8338,77.2972,78.7646,77.2972,78.9288,77.2972,77.9043,False
87.8536,87.9841,87.3053,87.7274,87.3053,87.8637,87.3053,87.5822,False
82.3699,80.6590,81.2352,83.0174,81.2352,82.5184,81.2352,81.6512,False
100.0000,96.0504,96.8646,96.6916,96.8646,100.2963,96.8646,97.2737,True
86.0771,85.6052,85.2238,85.1685,85.2238,85.4446,85.2238,85.3151,False
84.2268,83.6512,83.9189,82.9727,83.9189,83.0568,83.9189,83.5722,False
93.7975,93.4523,93.4376,93.6412,93.4376,92.4482,93.4376,93.3086,False
100.0000,99.8638,99.3862,100.7301,99.3862,100.1779,99.3862,99.8225,False
100.0000,98.3246,98.9146,100.4744,98.9146,100.3727,98.9146,99.3203,False
79.0234,79.0416,79.1138,79.1434,79.1138,80.1985,79.1138,79.2880,False
88.3815,89.0597,88.3588,88.8345,88.3588,88.5855,88.3588,88.5930,False
89.2239,89.3613,89.4290,88.4221,89.4290,88.7012,89.4290,89.1280,False
82.2122,83.6842,83.9377,83.8865,83.9377,84.0178,83.9377,83.9003,False
87.3890,89.3024,89.5471,88.7302,89.5471,89.5266,89.5471,89.3665,True
87.8672,88.3941,86.7671,88.2045,86.7671,87.9234,86.7671,87.4715,False
82.5528,82.2837,83.0022,82.7076,83.0022,82.8238,83.0022,82.8034,False
92.0821,92.0442,91.6361,91.3972,91.6361,91.2235,91.6361,91.5953,False
100.0000,99.8694,100.0091,100.5883,100.0091,100.0817,100.0091,100.0946,False
100.0000,97.5056,97.9889,98.4047,97.9889,98.6446,97.9889,98.0873,False
81.6637,79.7341,81.0612,80.2895,81.0612,81.0031,81.0612,80.7014,False
84.2001,84.1156,83.7685,84.5744,83.7685,84.5773,83.7685,84.0961,False
81.6198,80.6451,79.6655,79.3147,79.6655,81.9499,79.6655,80.1521,False
75.7613,77.5329,76.6754,75.8874,76.6754,76.3359,76.6754,76.6300,False
94.1673,97.8657,96.9570,97.3629,96.9570,95.1272,96.9570,96.8704,True
85.4556,84.7692,84.9174,84.8452,84.9174,84.5342,84.9174,84.8166,False
84.0938,82.8016,83.5176,83.3078,83.5176,83.4616,83.5176,83.3538,False
78.9296,77.5114,77.8041,76.9377,77.8041,78.4422,77.8041,77.7173,False
94.1641,96.7973,96.5640,95.2348,96.5640,95.0383,96.5640,96.1260,True
100.0000,99.6056,99.7712,99.6164,99.7712,100.2797,99.7712,99.8028,False
94.1664,95.2018,95.0707,96.0714,95.0707,92.5450,95.0707,94.8374,False
77.3782,76.4622,77.0279,76.8836,77.0279,77.8460,77.0279,77.0463,False
86.7264,86.7963,85.6635,86.2234,85.6635,86.7851,85.6635,86.1333,False
82.0168,82.2824,83.6102,83.2730,83.6102,82.0625,83.6102,83.0739,False
82.2692,83.4873,83.8323,82.8451,83.8323,83.6289,83.8323,83.5760,False
87.9807,82.3128,83.5709,85.4370,83.5709,84.7604,83.5709,83.8715,True
94.1671,96.1975,94.9554,94.9161,94.9554,93.5423,94.9554,94.9197,False
84.0040,85.8184,85.3912,86.2315,85.3912,85.6365,85.3912,85.6437,False
86.0520,86.9546,87.4634,87.2351,87.4634,87.3599,87.4634,87.3232,False
100.0000,98.6553,98.8371,99.2313,98.8371,99.0398,98.8371,98.9065,False
87.3857,88.3672,88.1913,89.2994,88.1913,88.5510,88.1913,88.4657,False
68.4867,68.6798,68.0170,69.7192,68.0170,68.1523,68.0170,68.4342,False
89.5633,90.4036,89.9334,90.0420,89.9334,89.4485,89.9334,89.9489,False
88.0330,88.3178,87.9534,87.7486,87.9534,87.9757,87.9534,87.9837,False
82.2722,83.7416,81.7270,82.6936,81.7270,81.7237,81.7270,82.2237,False
87.4021,89.9659,89.8650,88.7558,89.8650,89.3954,89.8650,89.6182,True
79.7964,79.8048,80.1208,79.9113,80.1208,80.0640,80.1208,80.0236,False
78.7018,78.4440,78.6053,78.8567,78.6053,79.3388,78.6053,78.7430,False
86.2936,88.0792,87.4674,87.4757,87.4674,88.3147,87.4674,87.7124,False
92.4892,93.0049,93.0952,92.8758,93.0952,93.0992,93.0952,93.0442,False
92.4892,91.3692,91.0938,91.3199,91.0938,90.8666,91.0938,91.1395,False
84.4200,84.8677,85.0937,84.2761,85.0937,84.4738,85.0937,84.8159,False
82.0283,82.4330,82.1080,82.1548,82.1080,81.7161,82.1080,82.1045,False
80.4806,80.5795,80.5051,80.8496,80.5051,80.4331,80.5051,80.5630,False
77.6232,77.5411,77.5094,77.6897,77.5094,77.7526,77.5094,77.5854,False
78.1513,78.0662,78.0545,78.3744,78.0545,78.6851,78.0545,78.2152,False
100.0000,99.6127,98.9114,100.2971,98.9114,99.7454,98.9114,99.3990,False
87.3890,87.0670,87.3151,86.0112,87.3151,88.0032,87.3151,87.1711,False
76.9058,76.3899,76.6085,76.8915,76.6085,77.6321,76.6085,76.7904,False
74.6653,73.2863,75.0946,76.3944,75.0946,74.9255,75.0946,74.9819,False
92.4892,88.9222,89.7031,90.6172,89.7031,91.0297,89.7031,89.9473,True
73.9892,72.9419,73.5242,73.5106,73.5242,74.5700,73.5242,73.5997,False
82.0283,82.2658,81.9342,81.8650,81.9342,81.7165,81.9342,81.9415,False
82.0054,82.0911,81.9488,82.0459,81.9488,81.6087,81.9488,81.9319,False
77.8609,77.5497,77.8017,77.6992,77.8017,78.4435,77.8017,77.8498,False
84.8443,85.7637,84.9212,84.8589,84.9212,84.7013,84.9212,85.0145,False
92.4892,91.7524,91.5106,92.4091,91.5106,92.0341,91.5106,91.7884,False
88.3336,92.7430,93.0662,91.4441,93.0662,89.9312,93.0662,92.2175,True
82.7399,80.5161,81.5550,80.4284,81.5550,82.2462,81.5550,81.3093,False
68.7226,70.3375,69.1092,68.3527,69.1092,68.4633,69.1092,69.0797,False
92.4892,88.0785,89.1081,89.5287,89.1081,90.2290,89.1081,89.1940,True
82.2801,82.3601,81.9838,81.8973,81.9838,82.1775,81.9838,82.0645,False
82.4180,82.3504,82.6662,82.2418,82.6662,81.4787,82.6662,82.3442,False
82.3313,81.2018,81.1445,80.6299,81.1445,81.3268,81.1445,81.0986,False
75.5425,75.8248,74.4089,75.1007,74.4089,75.9959,74.4089,75.0257,False
87.3592,88.1454,88.7322,89.5612,88.7322,87.6850,88.7322,88.5977,False
80.1637,80.2106,80.2147,80.2688,80.2147,80.4158,80.2147,80.2567,False
92.4892,89.8249,90.0310,90.5933,90.0310,91.3507,90.0310,90.3111,True
92.4892,91.9549,91.6692,92.3642,91.6692,91.6260,91.6692,91.8256,False
81.7596,81.6535,81.6903,82.3821,81.6903,81.5810,81.6903,81.7814,False
82.4295,82.7829,82.2387,82.1718,82.2387,82.1554,82.2387,82.3043,False
81.7208,81.7169,81.4502,81.7713,81.4502,80.9912,81.4502,81.4715,False
69.3176,71.2957,70.1355,70.3456,70.1355,68.8195,70.1355,70.1440,False
75.6056,76.9242,76.5909,76.8794,76.5909,75.8668,76.5909,76.5736,False
87.3592,87.0431,86.9847,86.9853,86.9847,86.8355,86.9847,86.9696,False
79.4336,79.6130,79.5759,79.5322,79.5759,79.4627,79.5759,79.5559,False
77.7913,78.1336,77.6803,78.2041,77.6803,78.3261,77.6803,77.9513,False
92.4892,90.7924,91.4562,91.9054,91.4562,92.0704,91.4562,91.5232,False
92.4892,91.6711,91.5741,91.1016,91.5741,91.8678,91.5741,91.5605,False
81.7836,83.0970,82.6926,82.0726,82.6926,81.6153,82.6926,82.4765,False
53.4766,55.0832,54.3890,53.3783,54.3890,53.4766,54.3890,54.1835,False
